prev_owner,new_owner,nft_address,col_address,price
401CF1EFC281FAF2F86BEC694EA85D5464864FB8EC3AC310FD65BFAE2397E89A,849827C51A437DD8E892206CCCE61392F988B19E8060343C43FD8E9D091C10FB,7EA9247601F3C0CEF9AE9F5DD17F5D2811BF665B42E754D4C667FDB55444729F,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,7904549220
9A0FFAC0B7FB8120B5DF48270A8087339842CF471D6ED626F19A3111DA51D852,09FE8BAD3E14735750DD176C67A1E81A4B61AA766AB293C0C872389D9E8D31B1,84E865C2EE0FC1288340756DFD4E1682832CAD452D558648487FB592BD053C44,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,12975791603
309BE6D754457370A46B8AADB3F8EDDA0A9F8521C014947C2AA62CA1B5B1A96D,89D7C5DBA5E8535DED913FB55CFE2969AB747AB5E3E45498841A240F41730352,2216A50E1CC384807EB469B98C520094CE16C2F08F48DF9761899394543BEB58,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,9943050118
09FE8BAD3E14735750DD176C67A1E81A4B61AA766AB293C0C872389D9E8D31B1,9A0FFAC0B7FB8120B5DF48270A8087339842CF471D6ED626F19A3111DA51D852,84E865C2EE0FC1288340756DFD4E1682832CAD452D558648487FB592BD053C44,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,13822917024
CE1EB8C9B821451F99B95DABC24C6D5E818DC3D381DF9663CC39472348713DAD,D66AD2E66D82F6396F478C6FA021B532568079AD93F5117054F5BCD323F7EA2B,BE389154FEF59C0EAF15966DB3D2A76D2D977E558B12D24FBC7711F62D1977CB,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,9889402549
47CBE27BF22811550428C2090AAD205F789AC00FFDBA77C537A15DEED02329B5,71E79A42BFB7E55EFC18A8ACAA57D7AADA7E4A2E4D47DF831AA88FF92536C2E7,971F7F8C09042B5E670AD2512C0946975CFCF1EF1227ABE013C9166C66428786,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,6978011463
54AFDACBFF29F9817A790E6EED30CA491C57E1FB60C52A2961A11A76FF916ECC,25665FC10BB2B0B82E6F6FBA91E257E1455151F69C2A10744D17265FEF6937D6,CFC0557ECE12AD892754CCBE3E5CFEE01CD57CAAA06FAD572A5E1001A7794FD8,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,6985110626
25665FC10BB2B0B82E6F6FBA91E257E1455151F69C2A10744D17265FEF6937D6,54AFDACBFF29F9817A790E6EED30CA491C57E1FB60C52A2961A11A76FF916ECC,CFC0557ECE12AD892754CCBE3E5CFEE01CD57CAAA06FAD572A5E1001A7794FD8,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,4949913651
71E79A42BFB7E55EFC18A8ACAA57D7AADA7E4A2E4D47DF831AA88FF92536C2E7,47CBE27BF22811550428C2090AAD205F789AC00FFDBA77C537A15DEED02329B5,971F7F8C09042B5E670AD2512C0946975CFCF1EF1227ABE013C9166C66428786,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,7978054700
849827C51A437DD8E892206CCCE61392F988B19E8060343C43FD8E9D091C10FB,401CF1EFC281FAF2F86BEC694EA85D5464864FB8EC3AC310FD65BFAE2397E89A,7EA9247601F3C0CEF9AE9F5DD17F5D2811BF665B42E754D4C667FDB55444729F,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,8905190551
71E79A42BFB7E55EFC18A8ACAA57D7AADA7E4A2E4D47DF831AA88FF92536C2E7,25665FC10BB2B0B82E6F6FBA91E257E1455151F69C2A10744D17265FEF6937D6,2C50FF543999B096FBF870D9C8CD6E784AFF9EAF92DB64E252A7CF308534E65D,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,7977856746
09FE8BAD3E14735750DD176C67A1E81A4B61AA766AB293C0C872389D9E8D31B1,723EBBB4AF129886EB78EB041FA5404EEC4C695B6B7497E5B5ED612FE0C4F168,EAC63463A27B3A25BFC2C5CC548CE81550D433A4E15435E909012FEABB351512,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,7985110719
723EBBB4AF129886EB78EB041FA5404EEC4C695B6B7497E5B5ED612FE0C4F168,09FE8BAD3E14735750DD176C67A1E81A4B61AA766AB293C0C872389D9E8D31B1,EAC63463A27B3A25BFC2C5CC548CE81550D433A4E15435E909012FEABB351512,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,6946084340
75B1DA5209900C8E4669E8EAAAE45374A9111DFA68A06D36522ED46CDDA2DE7C,309BE6D754457370A46B8AADB3F8EDDA0A9F8521C014947C2AA62CA1B5B1A96D,E79F124DE1B2454777F55313B37925D809DEDF3969EFC3187EC90CDE101780F6,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,6991177771
25665FC10BB2B0B82E6F6FBA91E257E1455151F69C2A10744D17265FEF6937D6,71E79A42BFB7E55EFC18A8ACAA57D7AADA7E4A2E4D47DF831AA88FF92536C2E7,2C50FF543999B096FBF870D9C8CD6E784AFF9EAF92DB64E252A7CF308534E65D,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,6948481555
89D7C5DBA5E8535DED913FB55CFE2969AB747AB5E3E45498841A240F41730352,309BE6D754457370A46B8AADB3F8EDDA0A9F8521C014947C2AA62CA1B5B1A96D,2216A50E1CC384807EB469B98C520094CE16C2F08F48DF9761899394543BEB58,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,22977321219
CE1EB8C9B821451F99B95DABC24C6D5E818DC3D381DF9663CC39472348713DAD,D66AD2E66D82F6396F478C6FA021B532568079AD93F5117054F5BCD323F7EA2B,08192D40C9DA4AD31DB07BBA24FF040FFE1786CAEBD08E7399E1E30345514E87,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,6899612128
CE1EB8C9B821451F99B95DABC24C6D5E818DC3D381DF9663CC39472348713DAD,D66AD2E66D82F6396F478C6FA021B532568079AD93F5117054F5BCD323F7EA2B,08192D40C9DA4AD31DB07BBA24FF040FFE1786CAEBD08E7399E1E30345514E87,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,6899612128
31117062B9EA946CB083EC09388AEEF8A449DA6E55248DA7193EB16CD374D9A5,723EBBB4AF129886EB78EB041FA5404EEC4C695B6B7497E5B5ED612FE0C4F168,2D0F8ADE2D10D33D7F1AAF70A98949DD2B1E5E7D34FA2F60BCC13A7CFAA5B560,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,14913742997
2A3E695C08220DB59517D28D7BBDF91866CE1B7D508D69F5B7BE516307DF7462,723EBBB4AF129886EB78EB041FA5404EEC4C695B6B7497E5B5ED612FE0C4F168,D10B80F341E8BF3674391559F50847CABC61DF0347DDCC871936857904C5ACC1,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,29872601645
AC4481E278C98FBB542042A73172315130715C847C8282E07FBC077D4315BFB4,6A3A9B8EE2F5EC02DDEF0A7FAAA356CB5BE81F46F9D1873A12BCA8A37BB9E685,F0A5609DFEC934540D3C8F3C6F1CF65039892A23DB9915FE8234381A24C166B2,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,49985041961
CE1EB8C9B821451F99B95DABC24C6D5E818DC3D381DF9663CC39472348713DAD,D66AD2E66D82F6396F478C6FA021B532568079AD93F5117054F5BCD323F7EA2B,A02C2F03034DD66750F1B91B1841FFFAE755E8F7673FA0D12F3117D262C7B62A,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,11880724126
0350C7256953908022637201DEC3346BB01E9B9763D4D188B81DD54E836BC836,2EF7B9FA0EC426718B3D47106F44E3FCAC30BF1545FD6AE6C3FA00427F5A4F7E,495C100D81C9C66EB6126015DE4AF8698B7B40E363954E292167D2099ADC84A9,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,39977771286
6A3A9B8EE2F5EC02DDEF0A7FAAA356CB5BE81F46F9D1873A12BCA8A37BB9E685,AC4481E278C98FBB542042A73172315130715C847C8282E07FBC077D4315BFB4,F0A5609DFEC934540D3C8F3C6F1CF65039892A23DB9915FE8234381A24C166B2,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,24808637690
69C00189F50AE2E7219273F2A327DFF5E5B6CD1AA6F228FE39D2D230FB06BEB0,9E6CF901E5EEFAC0B83D4B895597661B3ECDC189D62F5C05161940851400EB18,84FD9EF7ACC8BF0038A5FC0B376C3ABE966402E5342259F99065F4FC6F33B93C,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,13959479663
69C00189F50AE2E7219273F2A327DFF5E5B6CD1AA6F228FE39D2D230FB06BEB0,9E6CF901E5EEFAC0B83D4B895597661B3ECDC189D62F5C05161940851400EB18,84FD9EF7ACC8BF0038A5FC0B376C3ABE966402E5342259F99065F4FC6F33B93C,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,13959479663
723EBBB4AF129886EB78EB041FA5404EEC4C695B6B7497E5B5ED612FE0C4F168,31117062B9EA946CB083EC09388AEEF8A449DA6E55248DA7193EB16CD374D9A5,2D0F8ADE2D10D33D7F1AAF70A98949DD2B1E5E7D34FA2F60BCC13A7CFAA5B560,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,32809067760
723EBBB4AF129886EB78EB041FA5404EEC4C695B6B7497E5B5ED612FE0C4F168,2A3E695C08220DB59517D28D7BBDF91866CE1B7D508D69F5B7BE516307DF7462,D10B80F341E8BF3674391559F50847CABC61DF0347DDCC871936857904C5ACC1,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,34676531651
9B23F04F224ADF9E0FAB47B8DA846635BC2C604E02963AE79D9E1B52D928A7BE,822CFE7D2784D4C245E5C7D258AE26CACE5C1DAFDFA5CA7B38F4BCC2D6BD34B2,2553E63D40AA08FA7BBC22F459DD7E4A6214C41C93A23B54B7971ED848FE716E,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,12932067153
4ECA2D707BC499CF2CA0245E2F4EF68676BE383F7A43DABAAB8298B49A4B7DB7,723EBBB4AF129886EB78EB041FA5404EEC4C695B6B7497E5B5ED612FE0C4F168,AC74981D6A7F81545E18A633A61C78073EA2E0E024031334D79DBE2D73E681FC,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,6985110359
723EBBB4AF129886EB78EB041FA5404EEC4C695B6B7497E5B5ED612FE0C4F168,4ECA2D707BC499CF2CA0245E2F4EF68676BE383F7A43DABAAB8298B49A4B7DB7,AC74981D6A7F81545E18A633A61C78073EA2E0E024031334D79DBE2D73E681FC,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,5960475205
FE574D6F8063BA1C34CA625A8E1085AF42742A809FE510B674CE8C9430AD286F,6A3A9B8EE2F5EC02DDEF0A7FAAA356CB5BE81F46F9D1873A12BCA8A37BB9E685,F0A5609DFEC934540D3C8F3C6F1CF65039892A23DB9915FE8234381A24C166B2,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,38849735231
F12E6B7FF4C7C51570CB5185149D8CE8669C00C7B2CD7F48F319E04F9C4C999C,AA8CC59C4B0D425EABB79508A74DC1F5CD2979AB7E2A859255EF8354F5EC4276,9CCD868228F2ED41FFAED2A8564DC17909BCC7F5C5CE4CA93D73826F73F09C63,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,394844705352
9E6CF901E5EEFAC0B83D4B895597661B3ECDC189D62F5C05161940851400EB18,69C00189F50AE2E7219273F2A327DFF5E5B6CD1AA6F228FE39D2D230FB06BEB0,84FD9EF7ACC8BF0038A5FC0B376C3ABE966402E5342259F99065F4FC6F33B93C,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,14945769644
9E6CF901E5EEFAC0B83D4B895597661B3ECDC189D62F5C05161940851400EB18,69C00189F50AE2E7219273F2A327DFF5E5B6CD1AA6F228FE39D2D230FB06BEB0,84FD9EF7ACC8BF0038A5FC0B376C3ABE966402E5342259F99065F4FC6F33B93C,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,14945769644
822CFE7D2784D4C245E5C7D258AE26CACE5C1DAFDFA5CA7B38F4BCC2D6BD34B2,9B23F04F224ADF9E0FAB47B8DA846635BC2C604E02963AE79D9E1B52D928A7BE,2553E63D40AA08FA7BBC22F459DD7E4A6214C41C93A23B54B7971ED848FE716E,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,11918922829
C781854E82A4E0A24F1E169FCF030B242A8C617560146451062A7CFC3385712D,A31D0E729437240BC4193DD7792E8BBCD055235018197F51B80E541096CAE2D0,9B9A97D6F58B432CE66E9B7E1C83E2E721AFE76F444A5AF0AF46A3873BEFBD98,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,7985051889
6A3A9B8EE2F5EC02DDEF0A7FAAA356CB5BE81F46F9D1873A12BCA8A37BB9E685,FE574D6F8063BA1C34CA625A8E1085AF42742A809FE510B674CE8C9430AD286F,F0A5609DFEC934540D3C8F3C6F1CF65039892A23DB9915FE8234381A24C166B2,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,30781208678
6A3A9B8EE2F5EC02DDEF0A7FAAA356CB5BE81F46F9D1873A12BCA8A37BB9E685,FE574D6F8063BA1C34CA625A8E1085AF42742A809FE510B674CE8C9430AD286F,F0A5609DFEC934540D3C8F3C6F1CF65039892A23DB9915FE8234381A24C166B2,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,30781208678
1384A97EAA9A7376BA200CF9246FB7BE367521F6AAD58E4F527DD695C13862EB,A31D0E729437240BC4193DD7792E8BBCD055235018197F51B80E541096CAE2D0,5666F88862E324BBFB15FA9C742B7638EE8A6760936CF803216F05F8ECD765D5,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,6985110176
A31D0E729437240BC4193DD7792E8BBCD055235018197F51B80E541096CAE2D0,C781854E82A4E0A24F1E169FCF030B242A8C617560146451062A7CFC3385712D,9B9A97D6F58B432CE66E9B7E1C83E2E721AFE76F444A5AF0AF46A3873BEFBD98,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,4931127892
A31D0E729437240BC4193DD7792E8BBCD055235018197F51B80E541096CAE2D0,1384A97EAA9A7376BA200CF9246FB7BE367521F6AAD58E4F527DD695C13862EB,5666F88862E324BBFB15FA9C742B7638EE8A6760936CF803216F05F8ECD765D5,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,5918400133
69C00189F50AE2E7219273F2A327DFF5E5B6CD1AA6F228FE39D2D230FB06BEB0,9E6CF901E5EEFAC0B83D4B895597661B3ECDC189D62F5C05161940851400EB18,84FD9EF7ACC8BF0038A5FC0B376C3ABE966402E5342259F99065F4FC6F33B93C,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,9925019771
69C00189F50AE2E7219273F2A327DFF5E5B6CD1AA6F228FE39D2D230FB06BEB0,9E6CF901E5EEFAC0B83D4B895597661B3ECDC189D62F5C05161940851400EB18,84FD9EF7ACC8BF0038A5FC0B376C3ABE966402E5342259F99065F4FC6F33B93C,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,9925019771
FE574D6F8063BA1C34CA625A8E1085AF42742A809FE510B674CE8C9430AD286F,6A3A9B8EE2F5EC02DDEF0A7FAAA356CB5BE81F46F9D1873A12BCA8A37BB9E685,F0A5609DFEC934540D3C8F3C6F1CF65039892A23DB9915FE8234381A24C166B2,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,44699283471
849827C51A437DD8E892206CCCE61392F988B19E8060343C43FD8E9D091C10FB,401CF1EFC281FAF2F86BEC694EA85D5464864FB8EC3AC310FD65BFAE2397E89A,8CE38B84A38F9A460BC0053DF7F01B83269F4C77038EE3693777E73EE41BEA11,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,14885808087
7542A517D6A2BE105F8CB97E8FD07726534A3E70F466C9128D415ACB836108F1,1E1F9C9112758368C073FA42442B7DB398579D1B9C781A3C6CAA2CCA0182F719,2A5EDC6F8B55696C6E19FD7E5E02BF875EBDD9031B6D4AEE3274DA2C17E3380E,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,16863462888
AA8CC59C4B0D425EABB79508A74DC1F5CD2979AB7E2A859255EF8354F5EC4276,F12E6B7FF4C7C51570CB5185149D8CE8669C00C7B2CD7F48F319E04F9C4C999C,9CCD868228F2ED41FFAED2A8564DC17909BCC7F5C5CE4CA93D73826F73F09C63,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,116851090227
FEC65C30B71C12DEE48DCEA9C4E94CC8C0B5A544AF7C74A34613C149ABBAF57B,6929DF134FB0249E67998AAE9181AB1E8FF51FD5667BE0630166A09C82DB31D9,A578906AB53CEF23D783DFD1A23E6F0A3AD1A2D1C3AAE8EBB4A9AE6C0E035D7D,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,87979284592
1E1F9C9112758368C073FA42442B7DB398579D1B9C781A3C6CAA2CCA0182F719,7542A517D6A2BE105F8CB97E8FD07726534A3E70F466C9128D415ACB836108F1,2A5EDC6F8B55696C6E19FD7E5E02BF875EBDD9031B6D4AEE3274DA2C17E3380E,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,5959957584
401CF1EFC281FAF2F86BEC694EA85D5464864FB8EC3AC310FD65BFAE2397E89A,849827C51A437DD8E892206CCCE61392F988B19E8060343C43FD8E9D091C10FB,8CE38B84A38F9A460BC0053DF7F01B83269F4C77038EE3693777E73EE41BEA11,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,12898617458
6E4EDB08D34B3BDB852384BEB343247E5BF56409CF3E432E5D18357BCE188272,8A144FD669B3224958DAFD2C70DA8A1D99A9A1A4E3376DBC4D4F34F19E40B0F3,4BC916EF5534288CAD7AC40A01364FF34F22F59E510DBD67E3C7D2BF164F4E7B,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,44978052275
8A144FD669B3224958DAFD2C70DA8A1D99A9A1A4E3376DBC4D4F34F19E40B0F3,6E4EDB08D34B3BDB852384BEB343247E5BF56409CF3E432E5D18357BCE188272,4BC916EF5534288CAD7AC40A01364FF34F22F59E510DBD67E3C7D2BF164F4E7B,80D78A35F955A14B679FAA887FF4CD5BFC0F43B4A4EEA2A7E6927F3701B273C2,6980430534
